list,thread_key,root_message_id,messages,path
lojban-announcements,ddd40c5c071a-announcement_of_2022_llg_member's_meeting,1abdd28f-6b0a-4694-96d4-20fd9f43d153@lojban.org,1,mail/lojban-announcements/threads/2022/ddd40c5c071a-announcement_of_2022_llg_member's_meeting.txt
lojban-announcements,7556f080e148-cllv1%2E1_help_request,20120430182756.gm28898@stodi.digitalkingdom.org,2,mail/lojban-announcements/threads/2012/7556f080e148-cllv1%2E1_help_request.txt
lojban-announcements,a12289fe0d52-official_2012_logfest%2Fjbonunsla_announcement,20120606195656.gk24040@stodi.digitalkingdom.org,1,mail/lojban-announcements/threads/2012/a12289fe0d52-official_2012_logfest%2Fjbonunsla_announcement.txt
lojban-announcements,8c644a91b675-technical_difficulties_with_%40lojban%2Eorg_ema,20120826203934.gw10684@stodi.digitalkingdom.org,1,mail/lojban-announcements/threads/2012/8c644a91b675-technical_difficulties_with_%40lojban%2Eorg_ema.txt
lojban-announcements,1807f25c7da2-new_bpfk_forming%2E_volunteers_for_membership_a,54f35929.3020904@lojban.org,1,mail/lojban-announcements/threads/2015/1807f25c7da2-new_bpfk_forming%2E_volunteers_for_membership_a.txt
lojban-announcements,7a4118da344a-llg_officer_election_results,f739f65d-d0df-4d55-85a8-9359b53aba47@googlegroups.com,1,mail/lojban-announcements/threads/2015/7a4118da344a-llg_officer_election_results.txt
lojban-announcements,7435c3ece48e-2015moi_nanca_jbonunsla,1455132.if8vf7spog@caracal,1,mail/lojban-announcements/threads/2015/7435c3ece48e-2015moi_nanca_jbonunsla.txt
lojban-announcements,cbfd7b688004-jbonunsla_2015_proposed_schedule_%28august_28_-,f3f56a21-44a4-4928-aaea-97d82533b4ed@lojban.org,1,mail/lojban-announcements/threads/2015/cbfd7b688004-jbonunsla_2015_proposed_schedule_%28august_28_-.txt
lojban-announcements,e417d941701c-2015_llg_annual_meeting%3A_call_for_agenda_item,419eeae0-1b25-472f-bd24-a62425295afd@googlegroups.com,2,mail/lojban-announcements/threads/2015/e417d941701c-2015_llg_annual_meeting%3A_call_for_agenda_item.txt
lojban-announcements,5c8f36e923f9-2015_annual_meeting_of_the_logical_language_gro,bfef206a-30a8-4bec-aaca-49446c801ae4@googlegroups.com,1,mail/lojban-announcements/threads/2015/5c8f36e923f9-2015_annual_meeting_of_the_logical_language_gro.txt
lojban-announcements,65b24e124c11-2016_annual_meeting_of_the_logical_language_gro,2e4915f8-e739-406a-a5f3-bfd72304dc6b@lojban.org,1,mail/lojban-announcements/threads/2016/65b24e124c11-2016_annual_meeting_of_the_logical_language_gro.txt
