list,thread_key,root_message_id,messages,path
lojban-beginners,e10f60566219-%28no_subject%29,e186wbu-0006pn-00@f9.mail.ru,3,mail/lojban-beginners/threads/2002/e10f60566219-%28no_subject%29.txt
lojban-beginners,021663091285-translation_of_getting_to_know_you_%28poem%29,f89cac52-e6b6-11d6-b44e-003065727eb6@morehead-st.edu,2,mail/lojban-beginners/threads/2002/021663091285-translation_of_getting_to_know_you_%28poem%29.txt
lojban-beginners,9f1fa29430b4-my_name%2Fpronounciation,e18da2e-0001lu-00@config4.kundenserver.de,3,mail/lojban-beginners/threads/2003/9f1fa29430b4-my_name%2Fpronounciation.txt
lojban-beginners,"e2556294ff9f-greetings,_and_commands",67e894ba4ab90f4781580985a5faf32e16986a@rachael.letnet.net,18,"mail/lojban-beginners/threads/2003/e2556294ff9f-greetings,_and_commands.txt"
lojban-beginners,34ce548c20f6-lojban-beginners_lists_seem_to_be_disconnected,20030129102428.51501.qmail@web10608.mail.yahoo.com,5,mail/lojban-beginners/threads/2003/34ce548c20f6-lojban-beginners_lists_seem_to_be_disconnected.txt
lojban-beginners,6d87ea0816f6-lojban_and_supermemo,6978b2e8-3310-11d7-9cf5-00306583b8bc@iname.com,2,mail/lojban-beginners/threads/2003/6d87ea0816f6-lojban_and_supermemo.txt
lojban-beginners,c68996be5e1f-mailing_list_archive_location%3F,161.1b04cbe8.2b6ac42d@aol.com,2,mail/lojban-beginners/threads/2003/c68996be5e1f-mailing_list_archive_location%3F.txt
lojban-beginners,f87569ca9111-all_accounts_moved,20030130205730.gd28812@digitalkingdom.org,3,mail/lojban-beginners/threads/2003/f87569ca9111-all_accounts_moved.txt
lojban-beginners,"81926eed8820-sorry,_an_error",001901c2c8c1$e5f6df40$a80210ac@catie.ac.cr,15,"mail/lojban-beginners/threads/2003/81926eed8820-sorry,_an_error.txt"
lojban-beginners,ff91fb357514-%28no_subject%29,15c.1a9e894f.2b6b3540@aol.com,11,mail/lojban-beginners/threads/2003/ff91fb357514-%28no_subject%29.txt
lojban-beginners,f3cf46a6ecb2-rythmic_cu,c9a98f2128edd411b0920008c7b337a13dd0b9@hamsem01.de.gedas.vwg,1,mail/lojban-beginners/threads/2003/f3cf46a6ecb2-rythmic_cu.txt
lojban-beginners,8f67c9588cc3-a_problem_with_cu,e18ifbq-0006gp-00@config5.kundenserver.de,12,mail/lojban-beginners/threads/2003/8f67c9588cc3-a_problem_with_cu.txt
lojban-beginners,452ac18afcc0-tanru%2Flujvo_for_%5Bname%5D_type_of_thing%3F,2631311c-3ce8-11d7-b0cd-000393b76be4@mac.com,17,mail/lojban-beginners/threads/2003/452ac18afcc0-tanru%2Flujvo_for_%5Bname%5D_type_of_thing%3F.txt
lojban-beginners,a518ad78f513-loglan,011401c2d178$75e77920$15180aac@oliveira,8,mail/lojban-beginners/threads/2003/a518ad78f513-loglan.txt
lojban-beginners,4acdef2aa13f-gismu_creation,e18ixzk-0003or-00@config7.kundenserver.de,3,mail/lojban-beginners/threads/2003/4acdef2aa13f-gismu_creation.txt
lojban-beginners,6104c9a1b1b6-how_to_understand_facki,e18jlob-0007er-00@config6.kundenserver.de,10,mail/lojban-beginners/threads/2003/6104c9a1b1b6-how_to_understand_facki.txt
lojban-beginners,1ec74fa72e43-terkunra,c9a98f2128edd411b0920008c7b337a13dd0c0@hamsem01.de.gedas.vwg,4,mail/lojban-beginners/threads/2003/1ec74fa72e43-terkunra.txt
lojban-beginners,bd52a503fe13-closed_systems_error,762b764b-4026-11d7-b6cd-000393b76be4@mac.com,11,mail/lojban-beginners/threads/2003/bd52a503fe13-closed_systems_error.txt
lojban-beginners,b0138f678f2d-no_freeshell%2Eorg_addresses%21,20030203095022.gt13520@digitalkingdom.org,1,mail/lojban-beginners/threads/2003/b0138f678f2d-no_freeshell%2Eorg_addresses%21.txt
lojban-beginners,4e4eb29b41da-another_lojban_learner,e18jyjc-0008kt-00@config3.kundenserver.de,1,mail/lojban-beginners/threads/2003/4e4eb29b41da-another_lojban_learner.txt
lojban-beginners,"f01d196a992d-threading_issues_%28or,_please_don't_use_hotmai",20030216095107.ga29970@digitalkingdom.org,1,"mail/lojban-beginners/threads/2003/f01d196a992d-threading_issues_%28or,_please_don't_use_hotmai.txt"
lojban-beginners,2a06ce650dd7-test,34e61b0a-375d-11d7-8f67-000393b76be4@mac.com,2,mail/lojban-beginners/threads/2003/2a06ce650dd7-test.txt
lojban-beginners,"030f8bc17cea-ti,_ta,_tu_for_people%3F",3e534997.25616.231672@localhost,17,"mail/lojban-beginners/threads/2003/030f8bc17cea-ti,_ta,_tu_for_people%3F.txt"
lojban-beginners,cafd4dd7953a-some_translations,000f01c2d828$c0fd1c60$a80210ac@catie.ac.cr,16,mail/lojban-beginners/threads/2003/cafd4dd7953a-some_translations.txt
lojban-beginners,db3f564f1c7d-robin's_tagline,c9a98f2128edd411b0920008c7b337a13dd0c2@hamsem01.de.gedas.vwg,7,mail/lojban-beginners/threads/2003/db3f564f1c7d-robin's_tagline.txt
lojban-beginners,"e25b5821b1e4-lojban-fr_list_creation_%3A_lojban,_en_fran%C3%",958e6682-45f1-11d7-bb4a-003065e00134@free.fr,1,"mail/lojban-beginners/threads/2003/e25b5821b1e4-lojban-fr_list_creation_%3A_lojban,_en_fran%C3%.txt"
lojban-beginners,d54447b5da6a-how_to_express_%22nobody%22%3F,e18nnnh-0005a3-00@config1.kundenserver.de,4,mail/lojban-beginners/threads/2003/d54447b5da6a-how_to_express_%22nobody%22%3F.txt
lojban-beginners,22f3c333f77c-%7Bnalgundei%7D_would_somebody_like_to_check_th,0786d3de-4ab2-11d7-8605-003065e00134@free.fr,4,mail/lojban-beginners/threads/2003/22f3c333f77c-%7Bnalgundei%7D_would_somebody_like_to_check_th.txt
lojban-beginners,e98ba42dc8a8-backcounting_%28ri%29_question,3e5f5a87.7173.586479@localhost,5,mail/lojban-beginners/threads/2003/e98ba42dc8a8-backcounting_%28ri%29_question.txt
lojban-beginners,f70f493566f5-sumti_before_and_after_%22composite%22_selbri,3e5f7e1f.13918.e36e50@localhost,2,mail/lojban-beginners/threads/2003/f70f493566f5-sumti_before_and_after_%22composite%22_selbri.txt
lojban-beginners,4986d8bcfc9c-edward%40webforhumans%2Ecom_forcibly_unsubscrib,20030228190152.gy17252@digitalkingdom.org,1,mail/lojban-beginners/threads/2003/4986d8bcfc9c-edward%40webforhumans%2Ecom_forcibly_unsubscrib.txt
lojban-beginners,7c603af69221-intonation_of_xu_%28was_re%3A_%28no_subject%29_,c9a98f2128edd411b0920008c7b337a13dd0c6@hamsem01.de.gedas.vwg,2,mail/lojban-beginners/threads/2003/7c603af69221-intonation_of_xu_%28was_re%3A_%28no_subject%29_.txt
lojban-beginners,d5786eeffc3b-intonation_of_xu_%28was_re%3A_%28no_subject%29%,c9a98f2128edd411b0920008c7b337a13dd0d1@hamsem01.de.gedas.vwg,5,mail/lojban-beginners/threads/2003/d5786eeffc3b-intonation_of_xu_%28was_re%3A_%28no_subject%29%.txt
lojban-beginners,0fe2a88ed3cc-notice_to_kbagel%40yahoo%2Ecom,20030211055131.gp30757@digitalkingdom.org,1,mail/lojban-beginners/threads/2003/0fe2a88ed3cc-notice_to_kbagel%40yahoo%2Ecom.txt
lojban-beginners,903d9b6d2267-usage_of_%7Bvi%7D,e18pcrx-0002zd-00@config6.kundenserver.de,4,mail/lojban-beginners/threads/2003/903d9b6d2267-usage_of_%7Bvi%7D.txt
lojban-beginners,dffa1558371b-usage_of_%7Bvi%7D_-_ot,e18q8a2-0004jc-00@config5.kundenserver.de,2,mail/lojban-beginners/threads/2003/dffa1558371b-usage_of_%7Bvi%7D_-_ot.txt
lojban-beginners,586e796d24f0-faha-cmavo,e18tqbh-0001uk-00@config18.schlund.de,5,mail/lojban-beginners/threads/2003/586e796d24f0-faha-cmavo.txt
lojban-beginners,d35ec0fd4268-no_subject,e18ughl-0007vt-00@config16.schlund.de,1,mail/lojban-beginners/threads/2003/d35ec0fd4268-no_subject.txt
lojban-beginners,976fdd32c0ea-google,67e894ba4ab90f4781580985a5faf32e169885@rachael.letnet.net,3,mail/lojban-beginners/threads/2003/976fdd32c0ea-google.txt
lojban-beginners,a335bbff5991-restrictions_for_pro-sumti,5391625$10488650063e8468ee94bdd0.51328496@config10.schlund.de,2,mail/lojban-beginners/threads/2003/a335bbff5991-restrictions_for_pro-sumti.txt
lojban-beginners,c2e5b0164b31-language_code_for_lojban,5391625$10491132813e8832c1487cb8.99931642@config7.schlund.de,7,mail/lojban-beginners/threads/2003/c2e5b0164b31-language_code_for_lojban.txt
lojban-beginners,ddc18e40cb4b-coi_lojban%2E,20030428174427.ga893@panda.localdomain,11,mail/lojban-beginners/threads/2003/ddc18e40cb4b-coi_lojban%2E.txt
lojban-beginners,e0c238a48ee9-spiritual_texts%3F,200304290351.51565.sam@vilain.net,8,mail/lojban-beginners/threads/2003/e0c238a48ee9-spiritual_texts%3F.txt
lojban-beginners,5a83923b72ef-poi_or_noi%3F,5391625$10516320443eaea1acac6e01.61878907@config9.schlund.de,7,mail/lojban-beginners/threads/2003/5a83923b72ef-poi_or_noi%3F.txt
lojban-beginners,"bd738d5707a1-x2,_x3_and_x4_of_tcadu",e197ddh-0003oe-00@digitalkingdom.org,4,"mail/lojban-beginners/threads/2003/bd738d5707a1-x2,_x3_and_x4_of_tcadu.txt"
lojban-beginners,fe3f35b8ad77-a_newbie's_first_impressions,20030422183719.62722.qmail@web13008.mail.yahoo.com,30,mail/lojban-beginners/threads/2003/fe3f35b8ad77-a_newbie's_first_impressions.txt
lojban-beginners,"3a0b70c171b1-x2,_x3_and_x4_of_tcadu",5391625$10509385853ea40cd965f943.85531565@config14.schlund.de,1,"mail/lojban-beginners/threads/2003/3a0b70c171b1-x2,_x3_and_x4_of_tcadu.txt"
lojban-beginners,7637258d13e9-form_of_le_sumti,d972e7ce-76a6-11d7-8a03-003065727eb6@morehead-st.edu,1,mail/lojban-beginners/threads/2003/7637258d13e9-form_of_le_sumti.txt
lojban-beginners,22fa2dc5e66e-mi_tadni_la_lojban,1051407312.9517@mailserver120.sectorlink.com,17,mail/lojban-beginners/threads/2003/22fa2dc5e66e-mi_tadni_la_lojban.txt
lojban-beginners,c94b80367f6b-how_to_say_%22good_bye%22,200305231639.h4ngdhjl024402@star2.baremetal.com,14,mail/lojban-beginners/threads/2003/c94b80367f6b-how_to_say_%22good_bye%22.txt
lojban-beginners,6195d11d0e67-translation_effort%2E%2E%2E,20030521033230.ga1160@panda.localdomain,10,mail/lojban-beginners/threads/2003/6195d11d0e67-translation_effort%2E%2E%2E.txt
lojban-beginners,76ed29d3b0d4-prose_%26_cacophony,e19bafw-0001t9-00@digitalkingdom.org,4,mail/lojban-beginners/threads/2003/76ed29d3b0d4-prose_%26_cacophony.txt
lojban-beginners,82575b263d87-lojban_list,of9e258098.29a3396a-on87256d1f.0080aeae@aphis.usda.gov,2,mail/lojban-beginners/threads/2003/82575b263d87-lojban_list.txt
lojban-beginners,6a8d5b4b2117-how_to_ask_%22which%22%3F,3ec38c31.16621.c3209b@localhost,6,mail/lojban-beginners/threads/2003/6a8d5b4b2117-how_to_ask_%22which%22%3F.txt
lojban-beginners,02c644a45e06-how_to_use_%22birti%22%2F%22jetnu%22%2F%22jinvi,200305151756.h4fhuft73664@mail.cjb.net,4,mail/lojban-beginners/threads/2003/02c644a45e06-how_to_use_%22birti%22%2F%22jetnu%22%2F%22jinvi.txt
lojban-beginners,acfef43f3503-fu'ivla_formation_---_is_this_right%3F,000001c31d95$13e42fc0$0901000a@btcmp21,7,mail/lojban-beginners/threads/2003/acfef43f3503-fu'ivla_formation_---_is_this_right%3F.txt
lojban-beginners,b896a651c6ba-feathered_serpent,200305281920.h4sjknxx001954@star2.baremetal.com,14,mail/lojban-beginners/threads/2003/b896a651c6ba-feathered_serpent.txt
lojban-beginners,74743289afa8-le_mi_mlatu,3ed7f6ca.9060005@brucewebber.com,4,mail/lojban-beginners/threads/2003/74743289afa8-le_mi_mlatu.txt
lojban-beginners,18a7c39817c3-cipra_ledu'u_xokau_prenu_cu_se_bangu_la_lojban,20030531143927.j47376-100000@granite.thestonecutters.net,1,mail/lojban-beginners/threads/2003/18a7c39817c3-cipra_ledu'u_xokau_prenu_cu_se_bangu_la_lojban.txt
lojban-beginners,4060daa45830-gi'e%3A_le_kerfa_be_la_%2Eumal%2E_bunre_gi'e_xe,ac.4115038b.2c0b0edb@wmconnect.com,1,mail/lojban-beginners/threads/2003/4060daa45830-gi'e%3A_le_kerfa_be_la_%2Eumal%2E_bunre_gi'e_xe.txt
lojban-beginners,c655c7f770a8-logic,200306060216.h562gsb7028983@miriam.letu.edu,2,mail/lojban-beginners/threads/2003/c655c7f770a8-logic.txt
lojban-beginners,317854b7ce0f-survey_of_lojbanists,3ee3395e.7020602@epfl.ch,13,mail/lojban-beginners/threads/2003/317854b7ce0f-survey_of_lojbanists.txt
lojban-beginners,34bdc3a1c83b-playing_with_order,20030612210523.93354.qmail@web13004.mail.yahoo.com,3,mail/lojban-beginners/threads/2003/34bdc3a1c83b-playing_with_order.txt
lojban-beginners,b83d71e7f694-dates,20030625164020.60358.qmail@web13004.mail.yahoo.com,15,mail/lojban-beginners/threads/2003/b83d71e7f694-dates.txt
lojban-beginners,b0b7d6300a9b-some_questions,oprseyeq04w3ngr4@smtp.hotpop.com,7,mail/lojban-beginners/threads/2003/b0b7d6300a9b-some_questions.txt
lojban-beginners,cdd14395f49e-first_complex_lujvo,20030722205357.52962.qmail@web13002.mail.yahoo.com,6,mail/lojban-beginners/threads/2003/cdd14395f49e-first_complex_lujvo.txt
lojban-beginners,2638f2b7b837-what_does_la'e_mean%3F,oprsxqd0knw3ngr4@smtp.hotpop.com,4,mail/lojban-beginners/threads/2003/2638f2b7b837-what_does_la'e_mean%3F.txt
lojban-beginners,a06aabdd65df-%22what_is_lojban%22_book_published,5.2.0.9.0.20030728160740.0302ab60@pop.east.cox.net,1,mail/lojban-beginners/threads/2003/a06aabdd65df-%22what_is_lojban%22_book_published.txt
lojban-beginners,c15c20d42ab0-new_officers_of_llg,5.2.0.9.0.20030716154315.034aaec0@pop.east.cox.net,1,mail/lojban-beginners/threads/2003/c15c20d42ab0-new_officers_of_llg.txt
lojban-beginners,22b4680b049a-le_darlu,opruoxydwsw3ngr4@smtp.hotpop.com,8,mail/lojban-beginners/threads/2003/22b4680b049a-le_darlu.txt
lojban-beginners,fefc048b4377-zaho_sumti_tcita,3f40e7ce.000006.08282@camay.yandex.ru,2,mail/lojban-beginners/threads/2003/fefc048b4377-zaho_sumti_tcita.txt
lojban-beginners,fc0c391ca89c-what_time_is_it%3F,3f55bf7b.15032.408fdc2@localhost,4,mail/lojban-beginners/threads/2003/fc0c391ca89c-what_time_is_it%3F.txt
lojban-beginners,29b8b376bb56-text_for_beginners_-_chrestomathy_part_1,8ad9699f.699f8ad9@imap.epfl.ch,1,mail/lojban-beginners/threads/2003/29b8b376bb56-text_for_beginners_-_chrestomathy_part_1.txt
lojban-beginners,41019331e568-a_couple_of_questions,20030922175955.bde595d4411@flender.netfarm.it,3,mail/lojban-beginners/threads/2003/41019331e568-a_couple_of_questions.txt
lojban-beginners,c502889c3ba8-lojban-beginners_digest_v2_%23104,ca773159a5a57c4a97fa0194a1cd02ce3f7f48@rachael.letnet.net,1,mail/lojban-beginners/threads/2003/c502889c3ba8-lojban-beginners_digest_v2_%23104.txt
lojban-beginners,099809e2f08e-turner%2Fnicholas_lesson_question,200310262152.qaa22303@sparkle.rodents.montreal.qc.ca,8,mail/lojban-beginners/threads/2003/099809e2f08e-turner%2Fnicholas_lesson_question.txt
lojban-beginners,be2f90018182-more_turner%2Fnicholas_lesson_questions,200310270954.eaa02815@sparkle.rodents.montreal.qc.ca,7,mail/lojban-beginners/threads/2003/be2f90018182-more_turner%2Fnicholas_lesson_questions.txt
lojban-beginners,9bc4f389cd9e-seasons'_greetings,3fccf3a8.7070306@nc.rr.com,35,mail/lojban-beginners/threads/2003/9bc4f389cd9e-seasons'_greetings.txt
lojban-beginners,fcd7157aaad5-how_much_do_i_mass%3F,40162dbd.16791.79f34@localhost,5,mail/lojban-beginners/threads/2004/fcd7157aaad5-how_much_do_i_mass%3F.txt
lojban-beginners,72b578b181b6-creatively_bent%3F,000e01c3e3cc$1b7398e0$6501a8c0@comer,12,mail/lojban-beginners/threads/2004/72b578b181b6-creatively_bent%3F.txt
lojban-beginners,92ce3ce1cf40-semi-topical_b,005f01c3e528$fb811860$6501a8c0@comer,1,mail/lojban-beginners/threads/2004/92ce3ce1cf40-semi-topical_b.txt
lojban-beginners,8de80758af5a-meepsters%3A_any_dutch-speaking_persons_on_this,20040206220156.58735.qmail@web60508.mail.yahoo.com,1,mail/lojban-beginners/threads/2004/8de80758af5a-meepsters%3A_any_dutch-speaking_persons_on_this.txt
lojban-beginners,3b29bf823bc8-precise_definition_of_cmene,pine.lnx.4.44.0402231903560.16924-100000@www.simlifecycle.com,25,mail/lojban-beginners/threads/2004/3b29bf823bc8-precise_definition_of_cmene.txt
lojban-beginners,7d2d6ca892ab-syllable_in_place_of_pause,pine.lnx.4.44.0402221301080.13810-100000@www.simlifecycle.com,2,mail/lojban-beginners/threads/2004/7d2d6ca892ab-syllable_in_place_of_pause.txt
lojban-beginners,eb05c489652d-%28no_subject%29,pine.lnx.4.44.0402271149390.25758-100000@www.simlifecycle.com,15,mail/lojban-beginners/threads/2004/eb05c489652d-%28no_subject%29.txt
lojban-beginners,ea6837bc69f8-loglan_%22gu%22,8b.42c301f.2d6bce25@wmconnect.com,2,mail/lojban-beginners/threads/2004/ea6837bc69f8-loglan_%22gu%22.txt
lojban-beginners,742127f63d1d-story_time,20040312001528.p8729@fresco.math.mcgill.ca,20,mail/lojban-beginners/threads/2004/742127f63d1d-story_time.txt
lojban-beginners,dac9b62e1403-translation_of_folk_tale,pine.lnx.4.44.0403021342001.8007-100000@www.simlifecycle.com,7,mail/lojban-beginners/threads/2004/dac9b62e1403-translation_of_folk_tale.txt
lojban-beginners,31109ebb34ec-hello_from_hungary%21,20040317120139.89183.qmail@web40812.mail.yahoo.com,5,mail/lojban-beginners/threads/2004/31109ebb34ec-hello_from_hungary%21.txt
lojban-beginners,c641745826de-lojban_qua_lingua_franca,19f.221cf9ac.2d904662@wmconnect.com,28,mail/lojban-beginners/threads/2004/c641745826de-lojban_qua_lingua_franca.txt
lojban-beginners,3af65ce03e3e-about_me,1e3.1c02cc85.2d918d0d@wmconnect.com,2,mail/lojban-beginners/threads/2004/3af65ce03e3e-about_me.txt
lojban-beginners,3440229c8f7e-langfans,4e.2956c7b9.2d92bd45@wmconnect.com,1,mail/lojban-beginners/threads/2004/3440229c8f7e-langfans.txt
lojban-beginners,b85fb05e7747-lojban_vs%2E_klingon,1e2.1c0d9b4a.2d92bf29@wmconnect.com,1,mail/lojban-beginners/threads/2004/b85fb05e7747-lojban_vs%2E_klingon.txt
lojban-beginners,cd5020add410-lojban_vs%2E_esperanto%3A_ease_of_learning_voca,75.25784671.2d96d47f@wmconnect.com,4,mail/lojban-beginners/threads/2004/cd5020add410-lojban_vs%2E_esperanto%3A_ease_of_learning_voca.txt
lojban-beginners,2c0a7bd31dc4-feedback_on_phrases,20040305215120.b8729@fresco.math.mcgill.ca,15,mail/lojban-beginners/threads/2004/2c0a7bd31dc4-feedback_on_phrases.txt
lojban-beginners,ef6707814c43-short_question,20040307042623.cdec9725b@sitemail.everyone.net,4,mail/lojban-beginners/threads/2004/ef6707814c43-short_question.txt
lojban-beginners,b99aceeddd43-%22lupin's_left_eye_is_rebelling%22,200403080224.vaa25900@sparkle.rodents.montreal.qc.ca,9,mail/lojban-beginners/threads/2004/b99aceeddd43-%22lupin's_left_eye_is_rebelling%22.txt
lojban-beginners,885bc24fe32c-%22biker_gangs%22,200404140553.baa05929@sparkle.rodents.montreal.qc.ca,3,mail/lojban-beginners/threads/2004/885bc24fe32c-%22biker_gangs%22.txt
lojban-beginners,3a55d55315a5-lojban-beginners_digest_v3_%2348,25.473cfee7.2dbefc62@wmconnect.com,1,mail/lojban-beginners/threads/2004/3a55d55315a5-lojban-beginners_digest_v3_%2348.txt
lojban-beginners,62496f68dd3c-lojban_is_dead%3F,408d9e63.2050006@rogers.com,2,mail/lojban-beginners/threads/2004/62496f68dd3c-lojban_is_dead%3F.txt
lojban-beginners,"ac429c1d8104-beginners_in_stamford_,_ct,_usa_area",000901c43008$3b6bab00$1382a8c0@smithworld.net,2,"mail/lojban-beginners/threads/2004/ac429c1d8104-beginners_in_stamford_,_ct,_usa_area.txt"
lojban-beginners,83cc0b896abe-new_beginner,40fbd8d0.7080904@yahoo.com.au,12,mail/lojban-beginners/threads/2004/83cc0b896abe-new_beginner.txt
lojban-beginners,53b38152ad39-tao_te_ching,20040719230953.ga4182@hvf-bs.net,10,mail/lojban-beginners/threads/2004/53b38152ad39-tao_te_ching.txt
lojban-beginners,51bbd9ae4de7-coi,pine.gso.4.30l.0407200053300.10819-100000@home-on-the-dome.mit.edu,3,mail/lojban-beginners/threads/2004/51bbd9ae4de7-coi.txt
lojban-beginners,8198dbf217e5-lo_ropno_cu_rinsa_do,cb55c294-dc2a-11d8-9799-003065e00134@free.fr,1,mail/lojban-beginners/threads/2004/8198dbf217e5-lo_ropno_cu_rinsa_do.txt
lojban-beginners,be3b8805ec5b-yet_another_beginner,1090965878.19576.201198081@webmail.messagingengine.com,29,mail/lojban-beginners/threads/2004/be3b8805ec5b-yet_another_beginner.txt
lojban-beginners,6599899f36b5-articles_to_refer_to_words_themselves,bcfd6cf239aa0b4f91e81daba5d0a7a20b13aa@rachael.letnet.net,1,mail/lojban-beginners/threads/2004/6599899f36b5-articles_to_refer_to_words_themselves.txt
lojban-beginners,2832c92f8e4d-supermemo_%2B_palmos_emulator,20040824183840.gf16339@chain.digitalkingdom.org,9,mail/lojban-beginners/threads/2004/2832c92f8e4d-supermemo_%2B_palmos_emulator.txt
lojban-beginners,4c38030f112e-reference_formatting,4880254.1093440461021.javamail.johnatl@mac.com,9,mail/lojban-beginners/threads/2004/4c38030f112e-reference_formatting.txt
lojban-beginners,931a24edf277-logical_proofs%3F,1093232310.412966b640996@www.gulik.co.nz,26,mail/lojban-beginners/threads/2004/931a24edf277-logical_proofs%3F.txt
lojban-beginners,"0632a04c17d7-check_pronunciation,_please%3F",1edb46ec-f6f9-11d8-85f3-000a9589294c@mac.com,10,"mail/lojban-beginners/threads/2004/0632a04c17d7-check_pronunciation,_please%3F.txt"
lojban-beginners,9acb38cc1a4a-la'i%3Csomename%3E%2E_-_unique_semantics_of_let,20040829100242.ga3908@hvf-bs.net,6,mail/lojban-beginners/threads/2004/9acb38cc1a4a-la'i%3Csomename%3E%2E_-_unique_semantics_of_let.txt
lojban-beginners,2bdab3b84166-anyone_there%3F,bay3-f16loygxlsxptl0002fc38@hotmail.com,4,mail/lojban-beginners/threads/2004/2bdab3b84166-anyone_there%3F.txt
lojban-beginners,ea7cc6ed69db-don't_memorize_what_you_don't_understand,200409081716.i88hgzmy015573@mole.e-mol.com,2,mail/lojban-beginners/threads/2004/ea7cc6ed69db-don't_memorize_what_you_don't_understand.txt
lojban-beginners,4952ef65b877-gismu_abbreviations%3F,20040917100620.30561.qmail@web21203.mail.yahoo.com,12,mail/lojban-beginners/threads/2004/4952ef65b877-gismu_abbreviations%3F.txt
lojban-beginners,46ceae069a4c-long%28est%29_forms,159.3fc9c01d.2e80248b@wmconnect.com,2,mail/lojban-beginners/threads/2004/46ceae069a4c-long%28est%29_forms.txt
lojban-beginners,e60076f2ba3d-mabla_notci,cj8rkv+hngs@egroups.com,7,mail/lojban-beginners/threads/2004/e60076f2ba3d-mabla_notci.txt
